City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
455,La Ronge,55.1001,-105.2842,41.22,broken clouds,56,75,12.66,CA
456,Breytovo,58.2993,37.8617,36.64,overcast clouds,82,100,19.26,RU
457,Provideniya,64.3833,-173.3,14.72,broken clouds,85,57,9.06,RU
458,Cam Ranh,11.9214,109.1591,75.16,few clouds,94,20,1.14,VN
459,Novovasylivka,46.8315,35.7536,42.82,clear sky,39,1,10.69,UA
460,Skala,50.2305,19.8536,60.62,clear sky,76,0,1.14,PL
461,Acarau,-2.8856,-40.12,87.85,overcast clouds,58,85,19.33,BR
462,Maragogi,-9.0122,-35.2225,82.06,broken clouds,65,67,10.18,BR
463,Dossor,47.5272,52.9811,51.4,overcast clouds,86,100,19.26,KZ
464,Melk,48.2274,15.3319,61.2,few clouds,95,12,4.12,AT
465,Concepcion Del Oro,24.6333,-101.4167,63.41,clear sky,33,0,6.13,MX
466,Cardiff,51.48,-3.18,58.87,moderate rain,83,40,18.41,GB
467,Olga,43.7444,135.2892,42.87,overcast clouds,87,97,3.6,RU
468,Idil,37.3411,41.8895,60.73,clear sky,45,0,11.5,TR
469,Massakory,12.996,15.7293,91.29,broken clouds,18,78,10.25,TD
470,Doume,4.2333,13.45,72.55,light rain,91,84,2.89,CM
471,Porecatu,-22.7558,-51.3792,79.61,overcast clouds,70,100,3.94,BR
472,Loiza,18.4313,-65.8802,89.64,scattered clouds,71,40,12.66,PR
473,Longyearbyen,78.2186,15.6401,28.24,broken clouds,74,75,11.5,SJ
474,Iskateley,67.6803,53.1512,34.05,overcast clouds,98,100,11.18,RU
475,Dharmadam,11.7833,75.4333,79.02,moderate rain,82,95,0.29,IN
476,Taunggyi,20.7833,97.0333,60.22,scattered clouds,92,46,0.94,MM
477,Antsohihy,-14.8796,47.9875,78.13,few clouds,69,13,2.91,MG
478,Nueva Rosita,27.95,-101.2167,68.59,overcast clouds,73,99,10.36,MX
479,Abnub,27.2696,31.1511,77.22,clear sky,32,0,8.23,EG
480,Padang,-0.9492,100.3543,77.05,overcast clouds,85,100,3.2,ID
481,Ardahan,41.1087,42.7022,36.39,broken clouds,79,65,4.92,TR
482,Taltal,-25.4,-70.4833,65.34,clear sky,63,4,7.74,CL
483,Kamaishi,39.2667,141.8833,53.91,overcast clouds,74,92,2.95,JP
484,Palasa,18.7667,84.4167,73.94,clear sky,72,9,3.51,IN
485,Ginda,30.6945,78.4932,52.72,clear sky,51,0,6.04,IN
486,Bloomington,44.8408,-93.2983,60.73,clear sky,53,9,1.99,US
487,Huayucachi,-12.1333,-75.2333,68.9,few clouds,28,18,2.82,PE
488,Levin,-40.6333,175.275,53.67,scattered clouds,91,43,1.88,NZ
489,Nevers,46.9167,3.3333,64.98,light rain,72,100,2.3,FR
490,Kashi,39.4547,75.9797,51.01,clear sky,40,5,6.71,CN
491,Kalevala,65.2,31.1667,27.45,few clouds,96,18,2.28,RU
492,Sabha,27.0377,14.4283,71.65,clear sky,32,0,6.87,LY
493,Port-Gentil,-0.7193,8.7815,82.36,broken clouds,83,75,10.36,GA
494,Kud,33.0833,75.2833,51.48,overcast clouds,50,86,6.24,IN
495,Novikovo,51.1537,37.8879,34.7,scattered clouds,73,50,15.17,RU
496,Ossora,59.2353,163.0719,20.97,few clouds,73,23,9.44,RU
497,Sestri Levante,44.2732,9.3968,69.51,overcast clouds,85,87,1.99,IT
498,Nova Olinda Do Norte,-3.8881,-59.0942,103.28,overcast clouds,27,100,3.89,BR
499,Samarai,-10.6167,150.6667,82.04,few clouds,78,13,12.53,PG
500,Lakselv,70.0513,24.9718,30.02,clear sky,80,0,13.8,NO
501,Nazarovo,56.0064,90.3914,26.6,overcast clouds,58,100,5.68,RU
502,Mangan,27.5167,88.5333,63.77,clear sky,47,0,6.8,IN
503,Ipixuna,-1.7625,-48.8043,88.81,broken clouds,54,74,7.0,BR
504,Mezen,65.8522,44.24,36.5,broken clouds,80,80,9.42,RU
505,Huarmey,-10.0681,-78.1522,68.72,overcast clouds,69,92,11.56,PE
506,Ocala,29.1872,-82.1401,84.18,scattered clouds,67,40,4.61,US
507,Dudinka,69.4058,86.1778,16.81,overcast clouds,89,97,20.56,RU
508,Egvekinot,66.3167,-179.1667,-0.17,broken clouds,93,75,7.29,RU
509,Stephenville,32.2207,-98.2023,70.77,clear sky,51,0,3.44,US
510,Mehamn,71.0357,27.8492,37.35,broken clouds,93,75,9.22,NO
511,Les Cayes,18.2,-73.75,84.27,broken clouds,71,82,11.63,HT
512,Narasannapeta,18.4167,84.05,75.16,scattered clouds,73,36,5.99,IN
513,Shimoda,34.6667,138.95,58.1,overcast clouds,68,100,13.98,JP
514,Paamiut,61.994,-49.6678,29.5,scattered clouds,72,39,20.15,GL
515,Port Hardy,50.6996,-127.4199,39.38,scattered clouds,100,40,6.91,CA
516,Wasilla,61.5814,-149.4394,24.35,scattered clouds,75,40,4.61,US
517,Bandar,2.05,99.75,74.07,overcast clouds,97,93,2.26,ID
518,Tambun,-6.2641,107.0712,82.04,overcast clouds,76,100,3.98,ID
519,Felanitx,39.4696,3.1483,73.96,clear sky,74,9,6.58,ES
520,Lolodorf,3.2333,10.7333,73.49,moderate rain,93,73,1.32,CM
521,Priargunsk,50.3691,119.1012,25.23,overcast clouds,74,100,18.68,RU
522,Mahon,39.8885,4.2658,72.16,scattered clouds,83,40,9.22,ES
523,Yasnogorsk,54.4803,37.6975,37.56,overcast clouds,84,99,19.51,RU
524,Bronnoysund,65.4625,12.1997,48.2,light intensity shower rain,93,75,3.44,NO
525,Ambon,-3.6954,128.1814,77.14,few clouds,94,20,4.61,ID
526,Oistins,13.0667,-59.5333,86.09,scattered clouds,74,40,19.57,BB
527,Fochville,-26.4886,27.4939,74.79,broken clouds,22,66,8.14,ZA
528,Acapulco,16.8634,-99.8901,84.02,clear sky,74,0,0.0,MX
529,Coolum Beach,-26.5333,153.1,75.11,overcast clouds,88,90,15.59,AU
530,Flinders,-34.5833,150.8552,70.38,light rain,68,100,16.51,AU
531,Marigot,18.0667,-63.0833,87.04,broken clouds,76,75,14.97,MF
532,Port Keats,-14.25,129.55,81.57,overcast clouds,78,89,9.95,AU
533,Asmar,35.0333,71.3581,62.64,broken clouds,59,80,4.79,AF
534,Jalu,29.0331,21.5482,69.75,clear sky,37,0,8.55,LY
535,Mount Vernon,40.9126,-73.8371,65.41,broken clouds,70,75,8.05,US
536,Tatarsk,55.219,75.9828,21.47,few clouds,93,13,5.79,RU
537,Walvis Bay,-22.9575,14.5053,70.75,clear sky,60,0,10.36,NA
538,Basco,20.4487,121.9702,81.97,overcast clouds,85,100,20.83,PH
539,Gaya,24.7833,85.0,71.51,mist,73,40,0.0,IN
540,Forbes,-33.3833,148.0167,56.91,light rain,82,100,18.95,AU
541,Agadir,30.4202,-9.5982,91.85,broken clouds,25,63,8.97,MA
542,Prabumulih,-3.45,104.25,74.71,overcast clouds,96,100,2.48,ID
543,Bowen,-20.0167,148.2333,80.42,scattered clouds,81,26,14.63,AU
544,Bathsheba,13.2167,-59.5167,86.61,scattered clouds,74,40,19.57,BB
545,Khartoum,15.5518,32.5324,92.01,scattered clouds,28,32,11.97,SD
546,Bosaso,11.2842,49.1816,79.47,few clouds,78,11,8.12,SO
547,Freeport,40.6576,-73.5832,65.97,clear sky,68,0,8.05,US
548,Barsovo,61.1667,73.1667,26.73,overcast clouds,71,100,14.36,RU
549,Aitape,-3.1374,142.3475,81.41,broken clouds,82,76,4.38,PG
550,Bandarbeyla,9.4942,50.8122,79.7,few clouds,78,22,10.29,SO
551,Ongandjera,-17.8833,15.0667,87.85,scattered clouds,29,30,9.98,NA
552,Kuusamo,65.9667,29.1833,28.44,mist,93,75,1.14,FI
553,Panjakent,39.4952,67.6093,52.77,clear sky,70,1,4.29,TJ
554,Ushtobe,45.2514,77.9838,50.54,overcast clouds,58,99,5.57,KZ
555,Gewane,10.1664,40.6453,85.86,clear sky,15,3,8.34,ET
556,Garango,11.8,-0.5506,90.66,clear sky,24,2,5.95,BF
557,Medvezhyegorsk,62.9167,34.4667,29.52,broken clouds,93,57,3.69,RU
558,Jizan,17.3333,42.6667,86.94,scattered clouds,53,33,3.13,SA
559,Pontianak,-0.0333,109.3333,76.98,scattered clouds,94,40,4.61,ID
560,Kissidougou,9.1848,-10.0999,81.14,broken clouds,65,53,4.9,GN
561,Inirida,3.8653,-67.9239,94.89,scattered clouds,46,41,1.28,CO
562,Ola,59.5833,151.2833,14.31,broken clouds,55,66,6.67,RU
563,Nynashamn,58.9034,17.9479,52.16,broken clouds,91,57,8.81,SE
564,Ozernovskiy,51.5,156.5167,32.63,clear sky,72,8,13.35,RU
565,Madimba,-10.4,40.3333,75.34,clear sky,81,0,10.51,TZ
566,Placido De Castro,-10.3353,-67.1856,93.4,scattered clouds,43,49,4.29,BR
567,Tianpeng,30.9866,103.9393,64.72,scattered clouds,73,43,4.12,CN
568,Athabasca,54.7169,-113.2854,28.81,clear sky,39,8,8.61,CA
569,Sibolga,1.7427,98.7792,76.35,moderate rain,90,100,1.77,ID
570,Duki,30.1541,68.5728,70.99,few clouds,30,13,8.37,PK
571,Yetkul,54.8221,61.588,37.65,overcast clouds,97,100,14.27,RU
572,Leh,34.1667,77.5833,35.53,overcast clouds,51,92,6.2,IN
573,Vila Do Maio,15.1333,-23.2167,88.59,broken clouds,69,66,9.69,CV
574,Zdvinsk,54.7021,78.661,29.23,clear sky,74,9,5.64,RU
575,Los Llanos De Aridane,28.6585,-17.9182,72.12,clear sky,85,0,5.75,ES
576,Houma,29.5958,-90.7195,75.2,scattered clouds,70,27,1.77,US
577,Inegol,40.0781,29.5133,52.88,few clouds,54,20,1.14,TR
578,Wainwright,52.839,-110.8572,39.9,overcast clouds,39,100,6.71,CA
579,Baikunthpur,23.25,82.55,63.18,scattered clouds,67,45,3.06,IN
580,Safford,32.834,-109.7076,67.12,clear sky,38,0,0.0,US
581,Katima Mulilo,-17.5,24.2667,85.86,overcast clouds,28,95,5.26,NA
582,Morro Bay,35.3658,-120.8499,63.14,overcast clouds,1,100,3.33,US
583,Skjervoy,70.0311,20.9714,35.6,light rain,72,95,7.76,NO
584,Teguise,29.0605,-13.564,73.62,clear sky,78,0,12.66,ES
585,Altamira,-3.2033,-52.2064,89.69,broken clouds,62,75,8.05,BR
586,Sitapur,27.5667,80.6833,71.53,clear sky,53,0,3.09,IN
587,Whitianga,-36.8333,175.7,57.63,few clouds,94,15,3.56,NZ
588,Dali,25.7,100.1833,53.49,clear sky,65,3,1.48,CN
589,Salekhard,66.53,66.6019,26.02,light snow,96,100,8.9,RU
590,Zaraza,9.3503,-65.3245,83.39,broken clouds,79,70,5.28,VE
591,Plouzane,48.3833,-4.6167,57.52,light rain,100,100,18.41,FR
592,Wanning,18.8003,110.3967,73.98,overcast clouds,63,100,16.75,CN
593,Yambio,4.5721,28.3955,71.89,light rain,90,95,3.11,SS
594,Namie,37.4833,141.0,57.2,overcast clouds,58,94,1.74,JP
595,Fengzhen,40.4394,113.1536,33.08,clear sky,33,1,2.19,CN
596,Coruripe,-10.1256,-36.1756,83.61,few clouds,60,15,12.57,BR
597,Menongue,-14.6585,17.691,71.78,broken clouds,60,82,5.46,AO
598,Mayo,38.8876,-76.5119,66.18,overcast clouds,83,100,9.22,US
599,Nowogard,53.6744,15.1163,57.96,mist,100,100,2.3,PL
600,Araouane,18.9048,-3.5265,89.04,overcast clouds,10,89,10.42,ML
601,Batagay-Alyta,67.8006,130.4114,-1.25,overcast clouds,92,100,1.54,RU
602,Ahuimanu,21.4447,-157.8378,76.86,light rain,83,20,1.01,US
603,Dakar,14.6937,-17.4441,94.08,broken clouds,45,76,0.0,SN
604,Erenhot,43.6475,111.9767,30.33,clear sky,35,10,6.35,CN
605,Buraydah,26.326,43.975,82.85,few clouds,13,24,6.22,SA
606,Ukiah,39.1502,-123.2078,62.64,clear sky,87,0,0.0,US
607,Kenai,60.5544,-151.2583,28.15,overcast clouds,69,100,9.22,US
608,Maarianhamina,60.0973,19.9348,49.86,few clouds,100,20,6.91,AX
609,Ishigaki,24.3448,124.1572,73.53,heavy intensity rain,100,75,29.93,JP
610,Mantua,45.1667,10.7833,70.75,overcast clouds,76,87,1.01,IT
611,Ucluelet,48.9329,-125.5528,48.09,scattered clouds,94,37,16.73,CA
612,Grootfontein,-19.5667,18.1167,90.97,few clouds,14,20,3.44,NA
613,Muhororo,0.9381,30.7594,63.57,moderate rain,98,99,2.73,UG
614,Itacarambi,-15.1022,-44.0919,91.78,broken clouds,40,84,4.43,BR
615,Ruidoso,33.3317,-105.673,55.26,overcast clouds,43,94,0.0,US
616,Pitimbu,-7.4706,-34.8086,86.59,broken clouds,61,51,10.49,BR
617,Nawabshah,26.2483,68.4096,82.36,clear sky,28,0,10.07,PK
618,Kota Belud,6.351,116.4305,76.6,heavy intensity rain,95,100,6.6,MY
619,Tabas,33.5959,56.9244,72.12,clear sky,29,8,2.46,IR
620,Turan,16.0678,108.2208,78.78,scattered clouds,61,40,9.22,VN
621,Merke,42.8728,73.1786,45.19,scattered clouds,77,33,6.08,KZ
622,Turtas,58.9417,69.1325,31.93,overcast clouds,66,100,11.34,RU
623,Qrendi,35.8347,14.4583,70.11,few clouds,73,20,6.91,MT
624,Verkhnevilyuysk,63.4453,120.3167,2.07,overcast clouds,98,100,2.55,RU
625,Marsh Harbour,26.5412,-77.0636,80.73,broken clouds,74,57,11.23,BS
626,Maldonado,-34.6667,-54.9167,58.39,broken clouds,51,84,18.1,UY
627,Stornoway,58.2093,-6.3865,51.76,scattered clouds,91,40,10.36,GB
628,Dhariwal,31.9542,75.3192,71.24,broken clouds,47,67,7.72,IN
629,Opunake,-39.4556,173.8583,52.11,clear sky,89,1,5.7,NZ
630,Marawi,7.9986,124.2928,69.26,broken clouds,81,60,2.37,PH
631,Mirabad,30.4362,61.8383,73.74,scattered clouds,27,35,2.1,AF
632,Marzuq,14.4,46.4667,70.3,clear sky,43,7,2.39,YE
633,Bainbridge,47.6262,-122.5212,55.89,overcast clouds,91,100,16.11,US
634,Tura,25.5198,90.2201,68.58,broken clouds,95,61,3.91,IN
635,Clearwater,27.9659,-82.8001,87.12,clear sky,71,0,6.91,US
636,Kautokeino,69.0125,23.0412,26.71,overcast clouds,99,100,1.32,NO
637,Shenjiamen,29.9576,122.298,66.87,overcast clouds,72,100,18.07,CN
638,Jackson,42.4165,-122.8345,56.44,clear sky,87,0,3.44,US
639,Kremenchuk,49.0973,33.4197,42.03,clear sky,51,1,10.07,UA
640,Lagoa,39.05,-27.9833,62.02,broken clouds,58,59,5.68,PT
641,Sola,-13.8833,167.55,79.66,clear sky,76,6,6.46,VU
642,Iaciara,-14.0958,-46.6317,73.35,light rain,87,96,12.37,BR
643,Strausberg,52.5786,13.8874,60.08,overcast clouds,80,86,2.33,DE
644,Vicuna,-30.0319,-70.7081,78.76,clear sky,29,0,10.0,CL
645,Lufilufi,-13.8745,-171.5986,76.78,moderate rain,79,86,12.24,WS
646,Bokoro,12.3807,17.0568,92.35,scattered clouds,20,28,8.97,TD
647,Lazaro Cardenas,17.9583,-102.2,83.19,scattered clouds,64,25,3.0,MX
648,Tagbac,7.089,125.1567,72.39,overcast clouds,90,100,0.22,PH
649,Kangaatsiaq,68.3065,-53.4641,24.76,overcast clouds,88,88,5.95,GL
650,Gladstone,-23.85,151.25,76.93,light rain,78,75,9.22,AU
651,Pasni,25.2631,63.471,79.77,clear sky,77,0,15.79,PK
652,Cairns,-16.9167,145.7667,82.11,scattered clouds,82,40,3.44,AU
653,San Andres,12.5847,-81.7006,82.42,broken clouds,83,75,3.44,CO
654,Makakilo City,21.3469,-158.0858,75.69,few clouds,79,20,4.61,US
655,Pedasi,7.5333,-80.0333,88.07,light rain,74,96,5.59,PA
656,Aykhal,66.0,111.5,-7.76,overcast clouds,100,89,7.29,RU
657,Port Augusta,-32.5,137.7667,51.84,light rain,83,69,25.61,AU
658,Milyutinskaya,48.6279,41.6679,35.46,broken clouds,65,71,14.97,RU
659,Melville,40.7934,-73.4151,66.06,clear sky,70,0,4.61,US
660,Akyab,20.15,92.9,79.88,few clouds,84,12,5.21,MM
661,Aktash,50.3,87.7333,19.69,overcast clouds,70,99,4.65,RU
662,Teguldet,57.3064,88.1667,22.15,broken clouds,73,62,5.03,RU
663,Nizhniy Tsasuchey,50.5167,115.1333,20.59,clear sky,55,0,17.9,RU
664,Iranshahr,27.2025,60.6848,84.54,clear sky,24,0,0.0,IR
665,Kivsharivka,49.6213,37.7036,36.48,scattered clouds,70,39,13.65,UA
666,Hirara,24.8,125.2833,76.95,moderate rain,93,100,17.74,JP
667,Leshukonskoye,64.8989,45.7622,30.63,few clouds,87,20,7.34,RU
668,Saint-Joseph,-21.3667,55.6167,73.78,scattered clouds,83,37,10.63,RE
669,Khakhea,-24.6895,23.494,84.63,scattered clouds,15,28,6.91,BW
670,Wamba,8.9333,8.6,80.13,clear sky,44,0,1.74,NG
671,Muscat,23.6139,58.5922,82.42,few clouds,48,23,3.22,OM
672,Santa Lucia,27.9117,-15.5407,69.76,few clouds,73,20,17.27,ES
673,Kitui,-1.367,38.0106,71.51,broken clouds,62,84,6.67,KE
674,Waingapu,-9.6567,120.2641,80.24,broken clouds,76,81,5.32,ID
675,Pospelikha,51.95,81.7667,35.02,overcast clouds,93,100,9.53,RU
676,Miraflores,19.2167,-98.8083,70.97,light rain,63,14,3.47,MX
677,Codrington,-38.2667,141.9667,40.77,overcast clouds,94,99,7.92,AU
678,Sungairaya,0.7,108.9,77.76,overcast clouds,89,100,2.08,ID
679,Feni,23.0186,91.41,74.44,few clouds,91,20,5.3,BD
680,Prince Rupert,54.3161,-130.3201,38.89,light rain,91,100,24.16,CA
681,Oktyabrskiy,54.4815,53.471,32.22,broken clouds,80,82,3.11,RU
682,Rawlins,41.7911,-107.2387,44.35,clear sky,42,0,21.85,US
